[2024-10-24T23:00:16] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.14, humidity_%:35.75
[2024-10-24T23:00:42] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.15, humidity_%:35.44
[2024-10-24T23:01:10] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.15, humidity_%:35.03
[2024-10-24T23:01:36] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.23, humidity_%:35.41
[2024-10-24T23:02:04] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.15, humidity_%:35.14
[2024-10-24T23:02:30] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.21, humidity_%:34.98
[2024-10-24T23:02:59] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.20, humidity_%:35.33
[2024-10-24T23:03:25] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.14, humidity_%:35.23
[2024-10-24T23:04:19] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.19, humidity_%:35.42
[2024-10-24T23:04:48] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.45, pressure_hPa:1007.15, humidity_%:35.45
[2024-10-24T23:05:13] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.15, humidity_%:35.00
[2024-10-24T23:05:42] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.09, humidity_%:35.58
[2024-10-24T23:06:08] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.48, pressure_hPa:1007.19, humidity_%:35.16
[2024-10-24T23:06:36] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.48, pressure_hPa:1007.11, humidity_%:35.40
[2024-10-24T23:07:02] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.10, humidity_%:35.56
[2024-10-24T23:07:30] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.18, humidity_%:34.98
[2024-10-24T23:07:56] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.09, humidity_%:35.17
[2024-10-24T23:08:25] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.10, humidity_%:35.16
[2024-10-24T23:08:51] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.13, humidity_%:35.16
[2024-10-24T23:09:19] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.15, humidity_%:34.61
[2024-10-24T23:09:45] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.47, pressure_hPa:1007.13, humidity_%:35.26
[2024-10-24T23:10:13] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.11, humidity_%:35.67
[2024-10-24T23:10:39] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.16, humidity_%:35.29
[2024-10-24T23:11:07] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.14, humidity_%:35.45
[2024-10-24T23:11:33] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.22, humidity_%:35.34
[2024-10-24T23:12:02] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.44, pressure_hPa:1007.11, humidity_%:35.72
[2024-10-24T23:12:27] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.08, humidity_%:35.30
[2024-10-24T23:12:56] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.46, pressure_hPa:1007.24, humidity_%:35.11
[2024-10-24T23:13:22] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.45, pressure_hPa:1007.12, humidity_%:35.28
[2024-10-24T23:13:50] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.45, pressure_hPa:1007.09, humidity_%:35.24
[2024-10-24T23:14:16] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:27.45, pressure_hPa:1007.04, humidity_%:35.71
