[2024-10-24T14:31:14] ID:Device5, maxAcceleration_m/s2:1.94, rmsAcceleration_m/s2:1.37, temperature_C:25.01, pressure_hPa:1006.38, humidity_%:41.42
[2024-10-24T14:31:40] ID:Device5, maxAcceleration_m/s2:2.01, rmsAcceleration_m/s2:1.37, temperature_C:25.04, pressure_hPa:1006.35, humidity_%:41.41
[2024-10-24T14:32:34] ID:Device5, maxAcceleration_m/s2:2.01, rmsAcceleration_m/s2:2.00, temperature_C:24.81, pressure_hPa:1006.31, humidity_%:41.79
[2024-10-24T14:33:02] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:24.83, pressure_hPa:1006.34, humidity_%:41.98
[2024-10-24T14:41:11] ID:Device5, maxAcceleration_m/s2:1.55, rmsAcceleration_m/s2:1.49, temperature_C:25.18, pressure_hPa:1006.24, humidity_%:40.45
[2024-10-24T14:51:15] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.86, pressure_hPa:1006.26, humidity_%:39.44
[2024-10-24T14:51:43] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.85, pressure_hPa:1006.24, humidity_%:39.83
[2024-10-24T14:52:09] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.85, pressure_hPa:1006.30, humidity_%:39.46
[2024-10-24T14:52:38] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.91, pressure_hPa:1006.29, humidity_%:39.51
[2024-10-24T14:53:04] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.94, pressure_hPa:1006.30, humidity_%:39.30
[2024-10-24T14:53:33] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:25.96, pressure_hPa:1006.31, humidity_%:39.44
[2024-10-24T14:53:58] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.01, pressure_hPa:1006.22, humidity_%:38.92
[2024-10-24T14:54:27] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.06, pressure_hPa:1006.24, humidity_%:39.34
[2024-10-24T14:54:53] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.10, pressure_hPa:1006.37, humidity_%:39.73
[2024-10-24T14:55:21] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.17, pressure_hPa:1006.31, humidity_%:39.44
[2024-10-24T14:55:47] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.21, pressure_hPa:1006.30, humidity_%:39.88
[2024-10-24T14:56:16] ID:Device5, maxAcceleration_m/s2:2.07, rmsAcceleration_m/s2:2.00, temperature_C:26.30, pressure_hPa:1006.31, humidity_%:39.01
[2024-10-24T14:57:16] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.33, pressure_hPa:1006.36, humidity_%:38.69
[2024-10-24T14:57:42] ID:Device5, maxAcceleration_m/s2:2.01, rmsAcceleration_m/s2:2.00, temperature_C:26.36, pressure_hPa:1006.30, humidity_%:38.98
[2024-10-24T14:58:10] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.36, pressure_hPa:1006.25, humidity_%:38.62
[2024-10-24T14:58:36] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.40, pressure_hPa:1006.33, humidity_%:39.19
[2024-10-24T14:59:04] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.42, pressure_hPa:1006.26, humidity_%:38.74
[2024-10-24T14:59:30] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.44, pressure_hPa:1006.27, humidity_%:38.55
[2024-10-24T14:59:59] ID:Device5, maxAcceleration_m/s2:2.01, rmsAcceleration_m/s2:2.00, temperature_C:26.48, pressure_hPa:1006.27, humidity_%:38.87
[2024-10-24T15:00:25] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.51, pressure_hPa:1006.23, humidity_%:38.02
[2024-10-24T15:00:53] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.54, pressure_hPa:1006.21, humidity_%:38.69
[2024-10-24T15:01:19] ID:Device5, maxAcceleration_m/s2:2.00, rmsAcceleration_m/s2:2.00, temperature_C:26.57, pressure_hPa:1006.20, humidity_%:39.21
[2024-10-24T15:01:47] ID:Device5, maxAcceleration_m/s2:2.01, rmsAcceleration_m/s2:2.00, temperature_C:26.59, pressure_hPa:1006.21, humidity_%:38.56
